Hora,T1,T2,T3,Pressao,Empuxo,Falhas
14:15:33,2525,2525,3300,0,-734,9
14:15:33,2575,2575,3275,5,-744,9
14:15:34,2525,2525,3250,0,-617,9
14:15:34,2475,2600,3275,169,-557,9
14:15:34,2525,2575,3275,0,-557,9
14:15:35,2525,2575,3250,27,-557,9
14:15:35,2575,2525,3300,0,-557,9
14:15:35,2525,2575,3250,0,-567,9
14:15:35,2525,2575,3300,130,-753,9
14:15:36,2550,2500,3225,0,-776,9
14:15:36,2525,2600,3200,90,-776,9
14:15:36,2550,2500,3300,0,-784,9
14:15:36,2550,2575,3300,169,-791,9
14:15:37,2575,2600,3300,0,-788,9
14:15:37,2550,2575,3275,0,-786,9
14:15:37,2550,2575,3250,0,-802,9
14:15:37,2525,2600,3250,48,-805,9
14:15:38,2575,2575,3250,48,-810,9
14:15:38,2575,2525,3300,0,-815,9
14:15:38,2525,2550,3250,150,-820,9
14:15:39,2550,2525,3225,0,-816,9
14:15:39,2525,2550,3275,110,-818,9
14:15:39,2550,2550,3300,27,-819,9
14:15:39,2550,2575,3300,0,-819,9
14:15:40,2550,2550,3300,0,-816,9
14:15:40,2525,2525,3300,0,-811,9
14:15:40,2575,2500,3275,0,-815,9
14:15:41,2575,2500,3275,0,-820,9
14:15:41,2525,2550,3275,0,-817,10
14:15:41,2575,2600,3275,150,-811,10
14:15:41,2550,2575,3300,0,-804,10
14:15:42,2550,2575,3275,110,-802,10
14:15:42,2550,2550,3275,90,-796,10
14:15:42,2550,2525,3275,27,-792,10
14:15:43,2600,2525,3300,150,-791,10
14:15:43,2550,2575,3225,0,-787,10
